x,y,z,radius
17.27232395798857,-42.98017807390758,-16.174089987585727,1.2
17.297809446252828,-42.391468217831786,-15.991495114550535,1.2
17.323294934517094,-41.802758361756005,-15.808900241515344,1.2
17.348780422781353,-41.214048505680225,-15.626305368480146,1.2
17.37426591104561,-40.62533864960444,-15.443710495444954,1.2
17.399751399309885,-40.03662879352865,-15.261115622409754,1.2
17.425236887574137,-39.447918937452854,-15.078520749374569,1.2
17.450722375838403,-38.859209081377074,-14.895925876339371,1.2
17.47620786410267,-38.27049922530129,-14.713331003304173,1.2
17.50169335236692,-37.681789369225505,-14.530736130268984,1.2
17.527178840631187,-37.09307951314971,-14.348141257233792,1.2
17.552664328895446,-36.504369657073916,-14.165546384198588,1.2
17.578149817159712,-35.91565980099814,-13.982951511163403,1.2
17.60363530542397,-35.32694994492236,-13.800356638128209,1.2
17.629120793688237,-34.73824008884657,-13.617761765093011,1.2
17.654606281952496,-34.14953023277077,-13.435166892057818,1.2
17.680091770216755,-33.560820376694984,-13.25257201902263,1.2
17.70557725848102,-32.97211052061921,-13.069977145987439,1.2
17.73106274674528,-32.38340066454342,-12.887382272952241,1.2
17.75654823500954,-31.79469080846762,-12.704787399917048,1.2
17.7820337232738,-31.20598095239184,-12.522192526881856,1.2
17.807519211538064,-30.617271096316053,-12.339597653846655,1.2
17.833004699802324,-30.028561240240272,-12.157002780811462,1.2
17.858490188066583,-29.439851384164484,-11.974407907776268,1.2
17.88397567633084,-28.85114152808869,-11.791813034741073,1.2
17.909461164595108,-28.262431672012905,-11.609218161705884,1.2
17.934946652859367,-27.673721815937117,-11.426623288670685,1.2
17.960432141123633,-27.08501195986133,-11.24402841563549,1.2
17.98591762938789,-26.496302103785542,-11.0614335426003,1.2
18.01140311765215,-25.907592247709758,-10.878838669565106,1.2
18.040475411836056,-25.31868526168148,-10.697953142610222,1.2
18.139445975055303,-24.72824106728296,-10.551609344194603,1.2
18.301815126043522,-24.142605359946245,-10.44742108030098,1.2
18.500623845484782,-23.56248589650592,-10.381941480686411,1.2
18.71393875126165,-22.984548216480388,-10.351944085055528,1.2
18.92221806478625,-22.40402558717772,-10.354603647377791,1.2
19.10510617094988,-21.816009611210298,-10.386567699342546,1.2
19.239256228915977,-21.2169822170676,-10.441831895443242,1.2
19.298847362774346,-20.607546558832045,-10.508731943722372,1.2
19.26225494944466,-19.995706382882908,-10.567967177519856,1.2
19.124023857488588,-19.396114311896714,-10.595447012978049,1.2
18.901512680863057,-18.821931131588137,-10.571487586796044,1.2
18.625130271108397,-18.277204749420363,-10.487438915439665,1.2
18.32546348400855,-17.755639404732847,-10.351239871208643,1.2
18.01855514570333,-17.249779031662612,-10.176871847430382,1.2
17.70813119780916,-16.754619979252546,-9.979394192635,1.2
17.388139766432637,-16.269099395448183,-9.773539163989295,1.2
17.04464167229471,-15.797821535441164,-9.572945994078257,1.2
16.660331807757125,-15.35252745166907,-9.388568813422204,1.2
16.217452181868374,-14.955436884390563,-9.228040758995055,1.2
15.708788582267863,-14.63508094164314,-9.093681197647097,1.2
15.14529384533276,-14.413442782600585,-8.980805408012165,1.2
14.548840117512524,-14.295249965630079,-8.881737450727769,1.2
13.940058520150684,-14.267567309948275,-8.789726269023287,1.2
13.331158969087328,-14.308934254722013,-8.701911356013369,1.2
12.7263148556944,-14.397027558415024,-8.619308928665642,1.2
12.124721832125369,-14.511665336656742,-8.545333771155128,1.2
11.523326016335302,-14.634804422128683,-8.48453162093923,1.2
10.918903112602239,-14.749948488323552,-8.44093167941003,1.2
10.309663130398604,-14.842861713848611,-8.416043640344009,1.2
9.695884378784246,-14.902739757263321,-8.406679125975872,1.2
9.079497775081466,-14.924374645235071,-8.404600783125678,1.2
8.462956688062404,-14.908529818152493,-8.397821415119822,1.2
7.848492253130713,-14.860892805123969,-8.3736047925054,1.2
7.238030928077139,-14.790121728802118,-8.321285974987955,1.2
6.6333344513488655,-14.705765220186015,-8.23397585684638,1.2
6.0359317172589115,-14.616500845243207,-8.109309130342396,1.2
5.446951428819283,-14.528331433404928,-7.948841675882159,1.2
4.866992852323865,-14.44345294530912,-7.756742105406335,1.2
4.296155023940489,-14.359675078106415,-7.538524211563686,1.2
3.7343330598740216,-14.270460866752641,-7.299993609259741,1.2
3.1818334388129443,-14.164743047362565,-7.047025951652687,1.2
2.6405883834643893,-14.026659886253585,-6.785910638650831,1.2
2.116308158436392,-13.835574517008899,-6.524408120247115,1.2
1.6216854584584128,-13.56825009501909,-6.273098213191804,1.2
1.177988032263059,-13.207425376634523,-6.045331513391656,1.2
0.8092532443686054,-12.753700879540387,-5.852840030738647,1.2
0.5292427017403174,-12.227257544882022,-5.699510586382443,1.2
0.3362132469938146,-11.654687116014367,-5.579952205510529,1.2
0.21982693607240478,-11.057058451381446,-5.48495350856233,1.2
0.16954148737863228,-10.44772895372067,-5.406472613694376,1.2
0.17776865983596135,-9.834906130949808,-5.339455525588892,1.2
0.23929813468950112,-9.224145340341362,-5.281288156603548,1.2
0.34896051263995087,-8.619450769610642,-5.230280580072377,1.2
0.4991072928522362,-8.02305672685524,-5.183786420004936,1.2
