x,y,z,radius
10.328636363320337,-19.513821722149707,35.21559329729461,1.2
10.659991806466024,-19.10539755415605,34.632352126077514,1.2
10.991347249611717,-18.696973386162416,34.04911095486042,1.2
11.322702692757408,-18.28854921816877,33.46586978364333,1.2
11.654058135903094,-17.880125050175124,32.882628612426245,1.2
11.985413579048787,-17.471700882181487,32.29938744120914,1.2
12.31676902219448,-17.063276714187836,31.71614626999206,1.2
12.64812446534017,-16.65485254619419,31.13290509877497,1.2
12.979479908485859,-16.246428378200545,30.54966392755788,1.2
13.310835351631548,-15.838004210206899,29.966422756340783,1.2
13.64219079477724,-15.429580042213255,29.383181585123694,1.2
13.97354623792293,-15.021155874219607,28.799940413906604,1.2
14.30490168106862,-14.612731706225967,28.2166992426895,1.2
14.636257124214312,-14.204307538232323,27.63345807147242,1.2
14.967612567360002,-13.795883370238672,27.05021690025533,1.2
15.29896801050569,-13.387459202245035,26.466975729038232,1.2
15.630323453651384,-12.979035034251384,25.883734557821143,1.2
15.961678896797077,-12.570610866257743,25.30049338660406,1.2
16.29303433994277,-12.162186698264101,24.717252215386964,1.2
16.624389783088453,-11.753762530270455,24.134011044169874,1.2
16.955745226234143,-11.345338362276811,23.550769872952785,1.2
17.28710066937984,-10.93691419428316,22.967528701735702,1.2
17.61845611252552,-10.528490026289523,22.384287530518606,1.2
17.94947476698764,-10.120022041923088,21.800887913627918,1.2
18.268986513259577,-9.710242448230494,21.21241281511545,1.2
18.496147272735477,-9.292002506467295,20.588104118010087,1.2
18.633437426057398,-8.86281760546481,19.945125860754473,1.2
18.698469535637123,-8.417581829301385,19.301598942874712,1.2
18.709702916729746,-7.9516551337070815,18.669618104597127,1.2
18.676478277155724,-7.46086913383361,18.057553734355878,1.2
18.60221838059244,-6.943273620300916,17.47177552062184,1.2
18.485158225882934,-6.400151056342764,16.916973585678996,1.2
18.31939204185671,-5.836564285050169,16.396126408590177,1.2
18.09582658766459,-5.261796211039314,15.910448141021144,1.2
17.803066583322035,-4.690076917935464,15.459501723907978,1.2
17.425335499179596,-4.143815549694736,15.042333355514602,1.2
16.95205383163819,-3.652289652215931,14.65650849980718,1.2
16.387436553243738,-3.243955684964097,14.298699929505405,1.2
15.744593068457549,-2.9434862284667402,13.96824172683275,1.2
15.046364551557085,-2.7622858939362023,13.663648587590368,1.2
14.318236043484665,-2.6946837099857155,13.38139015141306,1.2
13.580397812183007,-2.723500518771401,13.116400064976718,1.2
12.84476793114366,-2.8274217041403564,12.863096509048772,1.2
12.11645356497795,-2.986390145762075,12.616600181001365,1.2
11.396301459850806,-3.1834055016040304,12.373251430127512,1.2
10.682876709927875,-3.405107950706635,12.131154419680088,1.2
9.972559012095369,-3.6384299917117295,11.890778392948251,1.2
9.262172716687935,-3.87572635296389,11.654527973690149,1.2
8.54931922063352,-4.112578393269464,11.425384229882178,1.2
7.832051143349872,-4.345268215918164,11.205981116373481,1.2
7.108870178542002,-4.56959812100159,10.997587336654655,1.2
6.378631929718434,-4.779879391321952,10.799447379839714,1.2
5.64058676284465,-4.967593715108224,10.607851936092866,1.2
4.894659387671744,-5.119264198830452,10.414973899719199,1.2
4.144298311470974,-5.22761641666928,10.210692188961671,1.2
3.3942917457378474,-5.282953697731319,9.98529530055338,1.2
2.6521781353965874,-5.277373063055146,9.72944219045691,1.2
1.9275949251829738,-5.2072967162586075,9.435886811923053,1.2
1.2300860955625597,-5.075502409166903,9.100944499415293,1.2
0.5662735889838144,-4.891286121442414,8.724700518143932,1.2
-0.0615042319840331,-4.6680639082841555,8.309584194886488,1.2
-0.6514910637307745,-4.419809124536348,7.855157569048805,1.2
-1.2059678552964517,-4.161054080830233,7.363247161951188,1.2
-1.7266063143610006,-3.9015775007477287,6.836079480664603,1.2
-2.209778593772319,-3.6441996696115715,6.273484348006972,1.2
-2.6495740934113057,-3.386481691217494,5.676541001553739,1.2
-3.038239312464561,-3.1206779365347743,5.048518525415394,1.2
-3.3677892519715558,-2.8338869464664005,4.396469749976005,1.2
-3.6313872050375826,-2.50883940147914,3.7326499701293017,1.2
-3.8230541564081295,-2.1239300752191332,3.076527947455757,1.2
-3.943887595832181,-1.661500896397262,2.454780819499881,1.2
-4.001215665969959,-1.1140008027567778,1.8966690292182307,1.2
-4.0027758801940445,-0.4809530927566228,1.435066781318584,1.2
-3.9581693109034397,0.22695441388999615,1.1034247661333776,1.2
-3.8791611005226376,0.9856053673350464,0.9274302432363974,1.2
-3.7785813000870565,1.7620336019758256,0.913956276606557,1.2
-3.6678904146739644,2.5261186401310596,1.0497026844307236,1.2
-3.555745661612138,3.2602350365319857,1.3026281374002266,1.2
-3.4471730289697944,3.9590559320987095,1.6430282114999457,1.2
-3.3467506730660395,4.620536818023833,2.0533808511575575,1.2
-3.259834913648393,5.247107861187413,2.5185679287476788,1.2
-3.1897571129940383,5.851592140507867,3.014858776934968,1.2
-3.143750155050206,6.439496924441556,3.533384880868736,1.2
-3.137492582963577,7.018257733264422,4.063916221595132,1.2
-3.209716677309288,7.602354229080157,4.582514308364685,1.2
-3.4491788862619233,8.2078401360001,5.011552658360795,1.2
-3.945400370324028,8.771526888689888,5.148665428305295,1.2
-4.559717634883257,9.178233428196068,4.928215175092312,1.2
-5.163392875371656,9.49810341707251,4.544299544505332,1.2
-5.736499344383988,9.796005442332568,4.098114757405817,1.2
-6.282788883820938,10.096414391430251,3.620724551261036,1.2
-6.804562600416708,10.405998053859498,3.122193280036594,1.2
-7.300496818979331,10.719717781908848,2.600450281775297,1.2
-7.7715540189986445,11.016833206876338,2.047111849252005,1.2
-8.216957087994428,11.261527607190043,1.4495867395753912,1.2
-8.626605016773219,11.391409513921898,0.7960295197522811,1.2
-8.968973942080535,11.314059195490431,0.10304167272694364,1.2
-9.194488380909789,10.969020493628893,-0.5561210627538227,1.2
-9.297677863083258,10.435589970290058,-1.1173647471770582,1.2
-9.30210449878285,9.804881702357598,-1.5821007358564323,1.2
-9.226559800152668,9.129474893036987,-1.9736606575290097,1.2
-9.077357348061765,8.438371905594424,-2.3140803841522715,1.2
-8.860023146193216,7.751558987251714,-2.6259396335892475,1.2
-8.58186461714331,7.082501568651389,-2.927997779175807,1.2
-8.244494091042377,6.442900279768945,-3.233455303765143,1.2
-7.850758767067317,5.845404786270407,-3.5560834698619965,1.2
-7.406492916024655,5.305842287536835,-3.912965859393874,1.2
-6.9279381949648045,4.836552533369879,-4.3210333364119125,1.2
-6.439872729497243,4.436499647177891,-4.7875615467879005,1.2
-5.966017723391589,4.0998033788681685,-5.3147877351034305,1.2
-5.52759415890065,3.8188104626787855,-5.901853461071047,1.2
-5.143651331497642,3.585373641517838,-6.545101034280817,1.2
-4.829693923899864,3.3935129410158584,-7.238031184654442,1.2
-4.598351448701637,3.243935841674816,-7.972537948046387,1.2
-4.464822605810163,3.1508816754086943,-8.739608050997633,1.2
-4.45208094811877,3.1511682311123796,-9.522536453094894,1.2
-4.599708840744431,3.318311867366623,-10.268367333990822,1.2
-4.9454215637563355,3.7370739705335243,-10.815053644336055,1.2
-5.410818832788171,4.324415695637197,-11.018367423597901,1.2
-5.898837238625522,4.93432515209608,-10.973780508501603,1.2
-6.387709447152332,5.52071687497503,-10.793656397892653,1.2
-6.877725736308969,6.080084410354113,-10.542287690031579,1.2
-7.368761128802042,6.617916549208551,-10.248874048976548,1.2
-7.857517310935982,7.140501296491275,-9.925406517307591,1.2
-8.338214147066793,7.654152852614274,-9.576500103359924,1.2
-8.80159357945511,8.165645770354468,-9.2020118633754,1.2
-9.23040985448437,8.68451752405496,-8.797978917631422,1.2
-9.60869911935136,9.21910702897418,-8.365057803330183,1.2
-9.923763301475095,9.774076967136077,-7.907948364047079,1.2
-10.16303655937963,10.351276052665805,-7.432817949184322,1.2
-10.317775315352069,10.949389419999836,-6.948580286749718,1.2
-10.383202195261871,11.56464624541037,-6.465481641815565,1.2
-10.356480023522078,12.19202514775954,-5.994412556339252,1.2
-10.23331583697772,12.826253665843737,-5.548585961776412,1.2
-10.00460929890707,13.462057865704054,-5.149306256326677,1.2
-9.652144401409672,14.0914654075653,-4.841321638245333,1.2
-9.177255555062219,14.695501832823465,-4.68704200383018,1.2
-8.618107689542363,15.241784847364897,-4.738996078618295,1.2
-8.04129666269202,15.727078110576013,-4.956326719679366,1.2
-7.476170890350524,16.188956153239126,-5.2459632229544155,1.2
-6.924867601437034,16.658813372870227,-5.549271091096546,1.2
-6.385375565906648,17.158721818964672,-5.823906914322263,1.2
-5.85908844849807,17.700560101338013,-6.036669576868969,1.2
-5.352913846325942,18.286775986937496,-6.1593624328156436,1.2
-4.865148576266991,18.90004649464747,-6.2115362283191455,1.2
-4.377712392133442,19.513705899687405,-6.262576364580821,1.2
-3.890276207999893,20.127365304727352,-6.3136165008425,1.2
-3.4028400238663448,20.741024709767288,-6.364656637104177,1.2
-2.915403839732795,21.354684114807217,-6.415696773365849,1.2
-2.427967655599247,21.96834351984717,-6.466736909627529,1.2
-1.9405314714656883,22.582002924887124,-6.517777045889207,1.2
-1.45309528733214,23.19566232992706,-6.568817182150883,1.2
-0.9656591031985906,23.809321734967,-6.61985731841256,1.2
-0.47822291906504155,24.422981140006943,-6.670897454674235,1.2
0.009213265068505727,25.036640545046893,-6.721937590935916,1.2
0.49664944920205656,25.650299950086833,-6.772977727197589,1.2
0.9840856333356047,26.26395935512677,-6.824017863459268,1.2
1.471521817469153,26.877618760166712,-6.875057999720945,1.2
1.9589580016027135,27.49127816520666,-6.92609813598262,1.2
2.4463941857362608,28.1049375702466,-6.9771382722443,1.2
