x,y,z,radius
12.660019087639599,-24.951451480185543,31.538029461668387,1.2
12.492297045509,-24.45303096438327,31.146927538498986,1.2
12.324575003378415,-23.954610448580997,30.75582561532957,1.2
12.156852961247823,-23.45618993277872,30.36472369216017,1.2
11.989130919117239,-22.957769416976436,29.973621768990768,1.2
11.82140887698664,-22.459348901174163,29.582519845821366,1.2
11.653686834856055,-21.960928385371894,29.191417922651958,1.2
11.485964792725456,-21.462507869569613,28.800315999482557,1.2
11.318242750594868,-20.96408735376734,28.409214076313148,1.2
11.15052070846428,-20.465666837965063,28.018112153143747,1.2
10.982798666333682,-19.967246322162786,27.627010229974346,1.2
10.815076624203087,-19.468825806360513,27.235908306804944,1.2
10.647354582072497,-18.970405290558237,26.84480638363553,1.2
10.479632539941914,-18.47198477475596,26.453704460466128,1.2
10.311910497811322,-17.973564258953687,26.062602537296726,1.2
10.144188455680736,-17.47514374315141,25.671500614127332,1.2
9.976466413550137,-16.976723227349133,25.280398690957924,1.2
9.808744371419547,-16.478302711546853,24.889296767788515,1.2
9.641022329288955,-15.979882195744581,24.498194844619107,1.2
9.473300287158361,-15.481461679942305,24.107092921449713,1.2
9.30557824502777,-14.983041164140031,23.715990998280304,1.2
9.13785620289718,-14.484620648337755,23.324889075110896,1.2
8.970134160766595,-13.986200132535478,22.9337871519415,1.2
8.802412118635997,-13.487779616733205,22.542685228772093,1.2
8.63469007650541,-12.989359100930928,22.151583305602685,1.2
8.466968034374812,-12.490938585128651,21.76048138243329,1.2
8.299245992244225,-11.992518069326378,21.369379459263882,1.2
8.131523950113634,-11.4940975535241,20.978277536094474,1.2
7.959964312322082,-10.997456351674032,20.586627900158632,1.2
7.743419899268101,-10.52418091657604,20.189977003925932,1.2
7.406314571896472,-10.132818579191335,19.788484095409274,1.2
6.972122461163282,-9.845862326148334,19.391962245730568,1.2
6.478014562831591,-9.66487928253153,19.00249332581111,1.2
5.959904997460718,-9.572756079084888,18.61271350914987,1.2
5.442942923382111,-9.552491988348944,18.21107349062705,1.2
4.947278505195644,-9.587599640522706,17.784449677030217,1.2
4.491090288959228,-9.66216750407468,17.32074914195838,1.2
4.0908040579737275,-9.75959755089584,16.812209841136124,1.2
3.7571452878686724,-9.862540791722154,16.258881555249957,1.2
3.487545377775568,-9.956155911570242,15.669762827492852,1.2
3.264168288393037,-10.033183678025118,15.058763890953573,1.2
3.0572936810349685,-10.096375788787403,14.440142709443146,1.2
2.831537976751023,-10.158097034799423,13.828147187112043,1.2
2.553664538507638,-10.237167101687929,13.240545151809952,1.2
2.203702649682361,-10.351510980139212,12.699499634759606,1.2
1.7841825582056021,-10.508459902304361,12.222202650823322,1.2
1.3148156252342895,-10.701061003254239,11.807979055943688,1.2
0.8167013360887667,-10.914352667096013,11.439530553602227,1.2
0.3040884752392765,-11.13280178357483,11.094565537087993,1.2
-0.2147720799120938,-11.342725348113461,10.753708789871771,1.2
-0.7344504783425201,-11.531940241144394,10.40229104702202,1.2
-1.2502309921978676,-11.688527830509539,10.029846410237925,1.2
-1.7576898991865288,-11.803197291978824,9.631661487025978,1.2
-2.2532432702953273,-11.870235151014375,9.208411959875077,1.2
-2.7347623562186985,-11.887725833996054,8.764484822342459,1.2
-3.2020121872800926,-11.857290428102047,8.30619371091163,1.2
-3.6561446092535554,-11.78233873441932,7.8398653932489335,1.2
-4.0987404765029805,-11.666504594361221,7.370794721354963,1.2
-4.530889731620826,-11.512024775502459,6.903126538614808,1.2
-4.952573321673799,-11.318686798492303,6.4404230680694905,1.2
-5.363116469653834,-11.086032075045482,5.985896422617111,1.2
-5.761086109898172,-10.812949683326815,5.542914975112913,1.2
-6.143956541246391,-10.496449206046078,5.115947725648704,1.2
-6.508320155098996,-10.132779600774025,4.711178797657045,1.2
-6.850149285206284,-9.718796621932698,4.336423149367711,1.2
-7.16464350700255,-9.252752352825828,4.0011013290590025,1.2
-7.446257291386633,-8.735309747676663,3.71582293853651,1.2
-7.6896123724564145,-8.171120599239025,3.490267033223196,1.2
-7.891004271200029,-7.569214159402076,3.3300765022324477,1.2
-8.049919503054605,-6.941303389631079,3.234051746615057,1.2
-8.169505258868842,-6.2985840108857385,3.1934689930658493,1.2
-8.255643519951557,-5.649071947820108,3.193758387847435,1.2
-8.315451792561653,-4.9969005341835295,3.216866906410379,1.2
-8.35600679630235,-4.343329124155341,3.242401693751722,1.2
-8.38352545747674,-3.6887225361357463,3.2474099572005883,1.2
-8.403282208606356,-3.0350527035906656,3.210465718164361,1.2
-8.417584775933936,-2.387099643858647,3.116218532852441,1.2
-8.425580840144935,-1.750943915617245,2.9604135822311193,1.2
-8.423778313552539,-1.130032525720687,2.7513596426955935,1.2
-8.407321051509587,-0.5224656652837143,2.506419829263182,1.2
-8.371392061315552,0.07806005057073628,2.246544594126174,1.2
-8.312345157935203,0.6788944663568701,1.9917349390583787,1.2
-8.228554025146485,1.2853962448046876,1.7583309991356284,1.2
-8.121119907893307,1.8993077735674404,1.556138817624424,1.2
-7.9939675363696825,2.5189022624823925,1.3849450987002072,1.2
-7.852887089818492,3.1401958258323446,1.2314037993357747,1.2
-7.703808588480187,3.7569653830559906,1.0676969205707056,1.2
-7.55118612564776,4.356997119481475,0.8544558191498286,1.2
-7.397211821945967,4.916241785080683,0.552904843536588,1.2
-7.241668144263608,5.4045325419638175,0.14806351952497998,1.2
-7.08307394733329,5.806907013436407,-0.34208882513405214,1.2
-6.920146547840995,6.127147755540692,-0.888976216391189,1.2
-6.750724294212057,6.362791867596076,-1.475487625436779,1.2
-6.569610511831591,6.497348554272459,-2.08932257708795,1.2
-6.3678825395959695,6.501276087810517,-2.7104249869944006,1.2
-6.137403659067106,6.3456919711011786,-3.30015387439399,1.2
-5.879570057644585,6.031769516901065,-3.8103434166354777,1.2
-5.606010475697215,5.601582592628313,-4.219372862935819,1.2
-5.329403520295505,5.1113850031740755,-4.55475246390863,1.2
-5.0611398033688015,4.615104605332528,-4.887248380664163,1.2
-4.8197389706417555,4.163593534629103,-5.291047503008274,1.2
-4.637642901339696,3.8177567072280745,-5.811006906817145,1.2
-4.5315428344309785,3.5976457624699374,-6.417187900303647,1.2
-4.4800949974295206,3.458678394595894,-7.055055187931879,1.2
-4.463854683205076,3.367574655898989,-7.70363833126464,1.2
-4.47426140660399,3.3128549016070794,-8.356476529960098,1.2
-4.510908355888158,3.297204159155999,-9.010411979579784,1.2
-4.579128681090994,3.331311894785969,-9.660975669096748,1.2
-4.698397488461511,3.4436148712745474,-10.294428338935797,1.2
-4.9454215637563355,3.737073970533524,-10.815053644336055,1.2
-5.329372193830558,4.225374239243438,-10.898262107034249,1.2
